,C,Vavg[1],Tavg[1],Time
2860.31,38.83,32132.1,26.6,9:40:56 PM
2861.93,38.32,32125.4,26.6,9:40:58 PM
2863.04,32.69,32125.4,26.6,9:40:59 PM
2864.2,32.47,32126.55,26.6,9:41:00 PM
2864.33,36.01,32126.55,26.6,9:41:00 PM
2866.3,34.09,32191.8,26.6,9:41:02 PM
2867.05,9.27,32191.8,26.65,9:41:03 PM
2868.31,6.58,32310.7,26.65,9:41:04 PM
2868.36,32.88,32310.7,26.65,9:41:04 PM
2870.32,38.01,32306.25,26.65,9:41:06 PM
2871.08,35.44,32306.25,26.45,9:41:07 PM
2872.32,26.78,32322.6,26.45,9:41:08 PM
2872.42,12.01,32322.6,26.45,9:41:08 PM
2874.33,14.03,32350.45,26.45,9:41:10 PM
2875.11,15.56,32350.45,26.55,9:41:11 PM
2876.34,16.99,32323.7,26.55,9:41:12 PM
2876.44,17.06,32323.7,26.55,9:41:12 PM
2878.37,18.31,32391.45,26.55,9:41:14 PM
2879.13,19.87,32391.45,26.8,9:41:15 PM
2880.4,21.27,32384.65,26.8,9:41:16 PM
2880.47,28.24,32384.65,26.8,9:41:16 PM
2882.4,30.95,32352.9,26.8,9:41:18 PM
2883.15,31.86,32352.9,26.8,9:41:19 PM
2884.41,34.76,32302.75,26.8,9:41:20 PM
2884.54,41.04,32302.75,26.8,9:41:21 PM
2886.42,42.36,32206.5,26.8,9:41:22 PM
2887.16,42.11,32206.5,26.95,9:41:23 PM
2888.42,44.16,32118.15,26.95,9:41:24 PM
2888.55,43.37,32118.15,26.95,9:41:25 PM
2890.43,44.21,32059.35,26.95,9:41:26 PM
2891.17,43.66,32059.35,27.15,9:41:27 PM
2892.44,44.55,32032.65,27.15,9:41:28 PM
2892.58,43.46,32032.65,27.15,9:41:29 PM
2894.45,45.45,32018,27.15,9:41:30 PM
2895.17,44.65,32018,27.15,9:41:31 PM
2896.45,44.04,32004.5,27.15,9:41:32 PM
2896.61,45.42,32004.5,27.15,9:41:33 PM
2898.46,45.96,31989.25,27.15,9:41:34 PM
2899.18,46.09,31989.25,26.8,9:41:35 PM
2900.47,45.6,31977.5,26.8,9:41:36 PM
2900.64,47.13,31977.5,26.8,9:41:37 PM
2902.48,47.79,31960.95,26.8,9:41:38 PM
2903.19,48.12,31960.95,26.65,9:41:39 PM
2904.49,46.93,31946.8,26.65,9:41:40 PM
2904.65,48.72,31946.8,26.65,9:41:41 PM
2906.49,45.26,31932.8,26.65,9:41:42 PM
2907.21,43.54,31932.8,26.9,9:41:43 PM
2908.5,23.5,31946.3,26.9,9:41:45 PM
2908.66,23.98,31946.3,26.9,9:41:45 PM
2910.52,24.18,31972.15,26.9,9:41:47 PM
2911.23,23.14,31972.15,26.65,9:41:47 PM
2912.52,23.81,32040.8,26.65,9:41:49 PM
2912.68,23.62,32040.8,26.65,9:41:49 PM
2914.53,19.3,32085.85,26.65,9:41:51 PM
2915.23,17.77,32085.85,26.6,9:41:51 PM
2916.53,18.58,32160.25,26.6,9:41:53 PM
2916.7,16.46,32160.25,26.6,9:41:53 PM
2918.54,16.07,32282.9,26.6,9:41:55 PM
2919.24,11.6,32282.9,26.75,9:41:55 PM
2920.55,13.33,32355.5,26.75,9:41:57 PM
2920.72,12.35,32355.5,26.75,9:41:57 PM
2922.55,0.95,32397.45,26.75,9:41:59 PM
2923.25,8.72,32397.45,26.6,9:41:59 PM
2924.56,5.62,32461.25,26.6,9:42:01 PM
2924.75,8.82,32461.25,26.6,9:42:01 PM
2926.57,20.22,32477.35,26.6,9:42:03 PM
2927.26,15.75,32477.35,26.5,9:42:03 PM
2928.57,15.78,32453.7,26.5,9:42:05 PM
2928.77,16.13,32453.7,26.5,9:42:05 PM
2930.58,16.47,32421,26.5,9:42:07 PM
2931.27,15.09,32421,26.75,9:42:07 PM
2932.58,16.57,32396.5,26.75,9:42:09 PM
2932.79,14.93,32396.5,26.75,9:42:09 PM
2934.59,15.5,32405.2,26.75,9:42:11 PM
2935.28,0,32405.2,26.75,9:42:11 PM
2936.6,-21.75,32492.3,26.75,9:42:13 PM
2936.83,-16.36,32492.3,26.75,9:42:13 PM
2938.61,-0.04,32599,26.75,9:42:15 PM
2939.29,0,32599,26.75,9:42:15 PM
2940.62,0,32677.45,26.75,9:42:17 PM
2940.85,-2.65,32677.45,26.75,9:42:17 PM
2942.62,0,32716.85,26.75,9:42:19 PM
2943.29,0,32716.85,26.9,9:42:19 PM
2944.63,0,32690.55,26.9,9:42:21 PM
2944.86,0,32690.55,26.9,9:42:21 PM
2946.63,0,32663.9,26.9,9:42:23 PM
2947.3,-15.84,32663.9,26.75,9:42:23 PM
2948.64,-20.46,32708.65,26.75,9:42:25 PM
2948.88,-12.97,32708.65,26.75,9:42:25 PM
2950.67,-16.74,32786.7,26.75,9:42:27 PM
2951.31,-14.6,32786.7,26.6,9:42:27 PM
2952.7,-14.18,32880.3,26.6,9:42:29 PM
2952.94,-10.8,32880.3,26.6,9:42:29 PM
2954.71,-8.93,32880.9,26.6,9:42:31 PM
2955.32,-15.91,32880.9,26.95,9:42:31 PM
2956.71,-27.63,32922.65,26.95,9:42:33 PM
2957,-21.35,32922.65,26.95,9:42:33 PM
2958.72,-13.4,32931.05,26.95,9:42:35 PM
2959.33,0,32931.05,26.75,9:42:35 PM
2960.72,0,32865.65,26.75,9:42:37 PM
2961.17,-22.27,32865.65,26.75,9:42:37 PM
2962.73,-0.01,32788.5,26.75,9:42:39 PM
2963.34,0,32788.5,26.5,9:42:39 PM
2964.74,0,32786,26.5,9:42:41 PM
2965.2,0,32786,26.5,9:42:41 PM
2966.74,-8.7,32790.8,26.5,9:42:43 PM
2967.35,-15.79,32790.8,26.4,9:42:43 PM
2968.75,-12.22,32821.2,26.4,9:42:45 PM
2969.25,-6.58,32821.2,26.4,9:42:45 PM
2970.76,0,32846.1,26.4,9:42:47 PM
2971.36,0,32846.1,26.25,9:42:47 PM
2972.77,0,32828.3,26.25,9:42:49 PM
2973.3,0,32828.3,26.25,9:42:49 PM
2974.77,0,32777.9,26.25,9:42:51 PM
2975.37,0,32777.9,26.6,9:42:51 PM
2976.78,0,32775.6,26.6,9:42:53 PM
2977.34,0,32775.6,26.6,9:42:53 PM
2978.78,0,32776,26.6,9:42:55 PM
2979.38,0,32776,26.6,9:42:55 PM
2980.79,0,32775.65,26.6,9:42:57 PM
2981.36,0,32775.65,26.6,9:42:57 PM
2982.79,0,32775.4,26.6,9:42:59 PM
2983.38,0,32775.4,26.6,9:42:59 PM
2984.8,0,32775.65,26.6,9:43:01 PM
2985.4,0,32775.65,26.6,9:43:01 PM
2987.39,0,32776.15,26.6,9:43:03 PM
2987.41,0,32776.15,26.6,9:43:03 PM
2988.81,0,32777.1,26.6,9:43:05 PM
2989.42,0,32777.1,26.6,9:43:05 PM
2991.4,0,32777.4,26.6,9:43:07 PM
2991.43,0,32777.4,26.6,9:43:07 PM
2992.82,0,32778.45,26.6,9:43:09 PM
2993.44,0,32778.45,26.6,9:43:09 PM
2995.41,0,32778.8,26.6,9:43:11 PM
2995.46,0,32778.8,26.6,9:43:11 PM
2996.85,0,32779.4,26.6,9:43:13 PM
2997.47,0,32779.4,26.6,9:43:13 PM
2999.42,0,32780.2,26.6,9:43:15 PM
2999.48,0,32780.2,26.6,9:43:15 PM
3000.87,0,32780.75,26.6,9:43:17 PM
3001.48,0,32780.75,26.6,9:43:17 PM
3003.43,0,32780.75,26.6,9:43:19 PM
3003.54,0,32780.75,26.6,9:43:20 PM
3004.88,0,32780.8,26.6,9:43:21 PM
3005.55,0,32780.8,26.6,9:43:22 PM
3007.45,0,32781.85,26.6,9:43:23 PM
3007.56,0,32781.85,26.6,9:43:24 PM
3008.9,0,32782.4,26.6,9:43:25 PM
3009.6,0,32782.4,26.6,9:43:26 PM
3011.47,0,32784.25,26.6,9:43:27 PM
3011.65,0,32784.25,26.6,9:43:28 PM
3012.93,0,32785.25,26.6,9:43:29 PM
3013.65,0,32785.25,26.6,9:43:30 PM
3015.49,0,32786.25,26.6,9:43:31 PM
3015.68,0,32786.25,26.6,9:43:32 PM
3016.94,0,32786.3,26.6,9:43:33 PM
3017.72,0,32786.3,26.6,9:43:34 PM
3019.51,0,32786.85,26.6,9:43:36 PM
3019.75,0,32786.85,26.6,9:43:36 PM
3020.95,0,32787.4,26.6,9:43:37 PM
3021.75,0,32787.4,26.6,9:43:38 PM
3023.52,0,32788.8,26.6,9:43:40 PM
3023.88,0,32788.8,26.6,9:43:40 PM
3025.11,0,32789.5,26.6,9:43:41 PM
3025.89,0,32789.5,26.6,9:43:42 PM
3027.55,0,32789.95,26.6,9:43:44 PM
3027.89,0,32789.95,26.6,9:43:44 PM
3029.13,0,32790.75,26.6,9:43:45 PM
3029.9,0,32790.75,26.6,9:43:46 PM
3031.57,0,32791.15,26.6,9:43:48 PM
3031.92,0,32791.15,26.6,9:43:48 PM
3033.14,0,32792.45,26.6,9:43:49 PM
3033.92,0,32792.45,26.6,9:43:50 PM
3035.58,0,32793.05,26.6,9:43:52 PM
3035.94,0,32793.05,26.6,9:43:52 PM
3037.17,0,32792.95,26.6,9:43:53 PM
3037.94,0,32792.95,26.6,9:43:54 PM
3039.59,0,32793.05,26.55,9:43:56 PM
3039.95,0,32793.05,26.55,9:43:56 PM
3041.19,0,32793.7,26.55,9:43:57 PM
3041.96,0,32793.7,26.55,9:43:58 PM
3043.61,0,32794.9,26.6,9:44:00 PM
3043.96,0,32794.9,26.6,9:44:00 PM
3045.21,0,32796.1,26.6,9:44:01 PM
3045.97,0,32796.1,26.6,9:44:02 PM
3047.64,0,32797.15,26.6,9:44:04 PM
3047.98,0,32797.15,26.6,9:44:04 PM
3049.22,0,32797.45,26.6,9:44:05 PM
3049.99,0,32797.45,26.6,9:44:06 PM
3051.86,0,32797.55,26.6,9:44:08 PM
3052,0,32797.55,26.6,9:44:08 PM
3053.25,0,32798.3,26.6,9:44:09 PM
3054.01,0,32798.3,26.6,9:44:10 PM
3055.93,0,32798.5,26.6,9:44:12 PM
3056.02,0,32798.5,26.6,9:44:12 PM
3057.27,0,32798.55,26.6,9:44:13 PM
3058.03,0,32798.55,26.6,9:44:14 PM
3059.94,0,32798.95,26.6,9:44:16 PM
3060.06,0,32798.95,26.6,9:44:16 PM
3061.31,0,32800.35,26.6,9:44:17 PM
3062.11,0,32800.35,26.6,9:44:18 PM
3063.95,0,32801.55,26.6,9:44:20 PM
3064.12,0,32801.55,26.6,9:44:20 PM
3065.32,0,32801.8,26.6,9:44:21 PM
3066.13,0,32801.8,26.6,9:44:22 PM
3067.97,0,32801.4,26.6,9:44:24 PM
3068.18,0,32801.4,26.6,9:44:24 PM
3069.33,0,32801.5,26.6,9:44:25 PM
3070.18,0,32801.5,26.6,9:44:26 PM
3071.98,0,32802.3,26.6,9:44:28 PM
3072.19,0,32802.3,26.6,9:44:28 PM
3073.38,0,32803.25,26.6,9:44:29 PM
3074.24,0,32803.25,26.6,9:44:30 PM
3075.99,0,32803.25,26.55,9:44:32 PM
3076.24,0,32803.25,26.55,9:44:32 PM
3077.43,0,32803.75,26.55,9:44:33 PM
3078.25,0,32803.75,26.55,9:44:34 PM
3080,0,32803.4,26.55,9:44:36 PM
3080.27,0,32803.4,26.55,9:44:36 PM
3081.44,0,32803.6,26.55,9:44:37 PM
3082.31,0,32803.6,26.55,9:44:38 PM
3084.02,0,32804.45,26.6,9:44:40 PM
3084.31,0,32804.45,26.6,9:44:40 PM
3085.47,0,32805.15,26.6,9:44:41 PM
3086.32,0,32805.15,26.6,9:44:42 PM
3088.05,8.34,32802,26.35,9:44:44 PM
3088.33,10.25,32802,26.35,9:44:44 PM
3089.48,11.15,32778.15,26.35,9:44:45 PM
3090.34,13.32,32778.15,26.35,9:44:46 PM
3092.09,15.2,32761.95,26.45,9:44:48 PM
3092.35,17.15,32761.95,26.45,9:44:48 PM
3093.51,17.7,32682.15,26.45,9:44:50 PM
3094.35,18.78,32682.15,26.45,9:44:50 PM
3096.09,21.25,32620.1,26.6,9:44:52 PM
3096.37,23.03,32620.1,26.6,9:44:52 PM
3097.53,24.59,32568,26.6,9:44:54 PM
3098.37,27.05,32568,26.6,9:44:54 PM
3100.1,27.84,32526.75,26.55,9:44:56 PM
3100.38,30.45,32526.75,26.55,9:44:56 PM
3101.54,32.14,32475.05,26.55,9:44:58 PM
3102.39,28.71,32475.05,26.55,9:44:58 PM
3104.11,33.87,32439.8,26.75,9:45:00 PM
3104.4,38.26,32439.8,26.75,9:45:00 PM
3105.57,41.54,32387.35,26.75,9:45:02 PM
3106.4,42.36,32387.35,26.75,9:45:02 PM
3108.11,44.02,32339.25,26.95,9:45:04 PM
3108.41,44.82,32339.25,26.95,9:45:04 PM
3109.58,38.24,32295.85,26.95,9:45:06 PM
3110.46,33.44,32295.85,26.95,9:45:06 PM
3112.12,38.31,32281.25,27.15,9:45:08 PM
3112.47,41.87,32281.25,27.15,9:45:08 PM
3113.6,41.8,32232.6,27.15,9:45:10 PM
3114.48,42.16,32232.6,27.15,9:45:10 PM
3116.13,42.41,32199.65,27,9:45:12 PM
3116.49,41.71,32199.65,27,9:45:12 PM
3117.61,38.31,32166.15,27,9:45:14 PM
3118.54,37.26,32166.15,27,9:45:15 PM
3120.14,37.74,32148.9,26.8,9:45:16 PM
3120.55,28.72,32148.9,26.8,9:45:17 PM
3121.62,32.39,32155.8,26.8,9:45:18 PM
3122.55,32.05,32155.8,26.8,9:45:19 PM
3124.14,34.42,32163.65,26.85,9:45:20 PM
3124.59,60.05,32163.65,26.85,9:45:21 PM
3125.7,37.46,32146.55,26.85,9:45:22 PM
3126.67,46.38,32146.55,26.85,9:45:23 PM
3128.15,35.1,32133.75,27.25,9:45:24 PM
3128.68,11.88,32133.75,27.25,9:45:25 PM
3129.76,57.6,32162.4,27.25,9:45:26 PM
3130.69,63.03,32162.4,27.25,9:45:27 PM
3132.16,55.79,32115.35,26.95,9:45:28 PM
3132.7,65.34,32115.35,26.95,9:45:29 PM
3133.79,66.44,32015.75,26.95,9:45:30 PM
3134.74,55.65,32015.75,26.95,9:45:31 PM
3136.17,59.39,31950.9,26.8,9:45:32 PM
3136.75,60.29,31950.9,26.8,9:45:33 PM
3137.83,56.52,31898.35,26.8,9:45:34 PM
3138.76,46.53,31898.35,26.8,9:45:35 PM
3140.18,56.55,31812.55,27.15,9:45:36 PM
3140.77,53.34,31812.55,27.15,9:45:37 PM
3141.88,55.12,31805.65,27.15,9:45:38 PM
3142.78,55.05,31805.65,27.15,9:45:39 PM
3144.19,55.86,31807,26.9,9:45:40 PM
3144.79,57.45,31807,26.9,9:45:41 PM
3145.98,56.9,31808.65,26.9,9:45:42 PM
3146.8,52.63,31808.65,26.9,9:45:43 PM
3148.19,57.53,31803.2,27,9:45:44 PM
3148.81,59.22,31803.2,27,9:45:45 PM
3150.02,51.92,31793.1,27,9:45:46 PM
3150.82,53.59,31793.1,27,9:45:47 PM
3152.2,55.33,31788.9,27,9:45:48 PM
3152.83,54.22,31788.9,27,9:45:49 PM
3154.06,54.62,31787.5,27,9:45:50 PM
3154.84,57.16,31787.5,27,9:45:51 PM
3156.21,53.4,31793.45,26.85,9:45:52 PM
3156.85,54.93,31793.45,26.85,9:45:53 PM
3158.11,54.09,31782.15,26.85,9:45:54 PM
3158.85,54.24,31782.15,26.85,9:45:55 PM
3160.22,55.22,31790.15,26.85,9:45:56 PM
3160.9,55.55,31790.15,26.85,9:45:57 PM
3162.13,56.1,31775.5,26.85,9:45:58 PM
3162.91,46.59,31775.5,26.85,9:45:59 PM
3164.23,55.2,31777.45,26.85,9:46:00 PM
3164.91,57.85,31777.45,26.85,9:46:01 PM
3166.15,44.93,31761,26.85,9:46:02 PM
3166.92,55.33,31761,26.85,9:46:03 PM
3168.23,48.78,31756.35,26.9,9:46:04 PM
3168.93,53.4,31756.35,26.9,9:46:05 PM
3170.17,52.95,31752.5,26.9,9:46:06 PM
3170.94,51.03,31752.5,26.9,9:46:07 PM
3172.24,54.46,31757.1,26.95,9:46:08 PM
3172.95,57.02,31757.1,26.95,9:46:09 PM
3174.19,51.64,31750.25,26.95,9:46:10 PM
3174.96,53.91,31750.25,26.95,9:46:11 PM
3176.25,53.87,31752.55,26.95,9:46:12 PM
3176.97,49.71,31752.55,26.95,9:46:13 PM
3178.22,47.77,31758.1,26.95,9:46:14 PM
3178.97,50.26,31758.1,26.95,9:46:15 PM
3180.26,50.09,31764.15,26.95,9:46:16 PM
3180.98,51.32,31764.15,26.95,9:46:17 PM
3182.23,53.25,31763.6,26.95,9:46:18 PM
3183,53.2,31763.6,26.95,9:46:19 PM
3184.27,54.6,31753.95,26.95,9:46:20 PM
3185.01,53.67,31753.95,26.95,9:46:21 PM
3186.24,53.67,31754.2,26.95,9:46:22 PM
3187.04,51.38,31754.2,26.95,9:46:23 PM
3188.27,55.31,31756.2,27.15,9:46:24 PM
3189.04,54.1,31756.2,27.15,9:46:25 PM
3190.25,51.65,31759.1,27.15,9:46:26 PM
3191.06,51.16,31759.1,27.15,9:46:27 PM
3192.28,49.45,31750.9,27,9:46:28 PM
3193.07,47.58,31750.9,27,9:46:29 PM
3194.27,28.98,31759.5,27,9:46:30 PM
3195.07,33.53,31759.5,27,9:46:31 PM
3196.29,32.97,31771.9,26.95,9:46:32 PM
3197.08,22.49,31771.9,26.95,9:46:33 PM
3198.28,32.18,31841.1,26.95,9:46:34 PM
3199.09,33.48,31841.1,26.95,9:46:35 PM
3200.3,33.59,31903.2,27.55,9:46:36 PM
3201.1,33.03,31903.2,27.55,9:46:37 PM
3202.3,39.32,32008.3,27.55,9:46:38 PM
3203.12,42.47,32008.3,27.55,9:46:39 PM
3204.33,28.37,32021.85,27.45,9:46:40 PM
3205.22,33.84,32021.85,27.45,9:46:41 PM
3206.35,23.89,32020.8,27.45,9:46:42 PM
3207.23,20.91,32020.8,27.45,9:46:43 PM
3208.35,16.93,32064.65,27.45,9:46:44 PM
3209.23,11.08,32064.65,27.45,9:46:45 PM
3210.36,16.07,32170.5,27.45,9:46:46 PM
3211.26,14.11,32170.5,27.45,9:46:47 PM
3212.38,11.97,32229.95,27.6,9:46:48 PM
3213.27,7.43,32229.95,27.6,9:46:49 PM
3214.39,6.85,32327.2,27.6,9:46:50 PM
3215.27,5.95,32327.2,27.6,9:46:51 PM
3216.39,0,32378.85,27.1,9:46:52 PM
3217.28,0,32378.85,27.1,9:46:53 PM
3218.4,-8.86,32458.9,27.1,9:46:54 PM
3219.3,-12.44,32458.9,27.1,9:46:55 PM
3220.41,-7.99,32555.9,26.9,9:46:56 PM
3221.31,-8.09,32555.9,26.9,9:46:57 PM
3222.42,-6.51,32651.55,26.9,9:46:58 PM
3223.32,-6.33,32651.55,26.9,9:46:59 PM
3224.43,-6.51,32661.6,27.1,9:47:00 PM
3225.33,0,32661.6,27.1,9:47:01 PM
3226.43,8.37,32641.8,27.1,9:47:02 PM
3227.34,10.92,32641.8,27.1,9:47:03 PM
3228.44,10.15,32593.25,26.95,9:47:04 PM
3229.34,11.45,32593.25,26.95,9:47:05 PM
3230.45,3.04,32541.15,26.95,9:47:06 PM
3231.35,0.37,32541.15,26.95,9:47:07 PM
3232.45,2.09,32538.1,27.1,9:47:08 PM
3233.36,2.48,32538.1,27.1,9:47:09 PM
3234.46,10.28,32561.35,27.1,9:47:10 PM
3235.39,17.47,32561.35,27.1,9:47:11 PM
3236.46,25.01,32509.8,27.35,9:47:12 PM
3237.39,31.9,32509.8,27.35,9:47:13 PM
3238.47,39.78,32411.35,27.35,9:47:14 PM
3240.41,38.41,32411.35,27.45,9:47:16 PM
3240.48,37.68,32295.4,27.45,9:47:16 PM
3241.44,40.85,32295.4,27.45,9:47:17 PM
3242.49,37.24,32180.8,27.45,9:47:18 PM
3244.42,38.64,32180.8,27.1,9:47:20 PM
3244.5,37.46,32098.45,27.1,9:47:20 PM
3245.45,39.95,32098.45,27.1,9:47:21 PM
3246.52,39.68,32093.5,27.1,9:47:23 PM
3248.43,37.38,32093.5,27.05,9:47:24 PM
3248.55,36.36,32087.05,27.05,9:47:25 PM
3249.5,34.33,32087.05,27.05,9:47:25 PM
3250.56,34.36,32090.85,27.05,9:47:27 PM
3252.44,34.63,32090.85,27.3,9:47:28 PM
3252.57,35.13,32099.65,27.3,9:47:29 PM
3253.51,35.04,32099.65,27.3,9:47:30 PM
3254.57,33.66,32106.2,27.3,9:47:31 PM
3256.45,34.51,32106.2,27.2,9:47:32 PM
3256.58,33.33,32111.85,27.2,9:47:33 PM
3257.53,34.16,32111.85,27.2,9:47:34 PM
3258.59,34.61,32103.2,27.2,9:47:35 PM
3260.46,36.3,32103.2,27.1,9:47:36 PM
3260.59,34.82,32095.75,27.1,9:47:37 PM
3261.55,38,32095.75,27.1,9:47:38 PM
3262.59,36.41,32091.55,27.1,9:47:39 PM
3264.46,36.16,32091.55,27.3,9:47:40 PM
3264.6,36.09,32081,27.3,9:47:41 PM
3265.57,28.65,32081,27.3,9:47:42 PM
3266.62,30.57,32085.6,27.3,9:47:43 PM
3268.48,8.1,32085.6,27.25,9:47:44 PM
3268.63,9.1,32144.7,27.25,9:47:45 PM
3269.61,8.33,32144.7,27.25,9:47:46 PM
3270.64,10.68,32277.75,27.25,9:47:47 PM
3272.5,12.34,32277.75,27.3,9:47:48 PM
3272.65,13.13,32380.85,27.3,9:47:49 PM
3273.62,12.87,32380.85,27.3,9:47:50 PM
3274.65,10.6,32390.95,27.3,9:47:51 PM
3276.51,12.42,32390.95,27.35,9:47:53 PM
3276.66,16.97,32380.5,27.35,9:47:53 PM
3277.65,18.5,32380.5,27.35,9:47:54 PM
3278.68,15.98,32360.95,27.35,9:47:55 PM
3280.53,17.02,32360.95,27.3,9:47:57 PM
3280.69,15.45,32345.8,27.3,9:47:57 PM
3281.67,15.79,32345.8,27.3,9:47:58 PM
3282.69,17.14,32347.85,27.3,9:47:59 PM
3284.54,14.87,32347.85,27.15,9:48:01 PM
3284.7,19.71,32353.6,27.15,9:48:01 PM
3285.7,24.84,32353.6,27.15,9:48:02 PM
3286.73,28.72,32336.9,27.15,9:48:03 PM
3288.55,35.28,32336.9,27.25,9:48:05 PM
3288.74,41.66,32287.25,27.25,9:48:05 PM
3289.73,42.71,32287.25,27.25,9:48:06 PM
3290.78,46.29,32211.65,27.25,9:48:07 PM
3292.56,56.25,32211.65,27.35,9:48:09 PM
3292.81,65.18,32110.6,27.35,9:48:09 PM
3293.75,0.67,32110.6,27.35,9:48:10 PM
3294.82,0.58,32110.6,27.35,9:48:11 PM
3300.57,0,32110.6,27.4,9:48:17 PM
3300.88,0,32443.1,27.4,9:48:17 PM
3302.91,0,32580.25,27.4,9:48:19 PM
3304.58,0,32580.25,26.9,9:48:21 PM
3304.92,0,32589.8,26.9,9:48:21 PM
3305.8,23.27,32589.8,26.9,9:48:22 PM
3306.95,33.61,32482.95,26.9,9:48:23 PM
3308.59,34.09,32482.95,26.95,9:48:25 PM
3308.96,34.52,32394.3,26.95,9:48:25 PM
3309.83,37.01,32394.3,26.95,9:48:26 PM
3310.97,37.1,32323.05,26.95,9:48:27 PM
3312.59,36.63,32323.05,27.5,9:48:29 PM
3312.97,37.85,32292,27.5,9:48:29 PM
3313.85,37.8,32292,27.5,9:48:30 PM
3314.98,39.33,32115.45,27.5,9:48:31 PM
3316.6,41.97,32115.45,27.25,9:48:33 PM
3316.99,34.16,32088.7,27.25,9:48:33 PM
3317.86,35.91,32088.7,27.25,9:48:34 PM
3319,36.34,32094.5,27.25,9:48:35 PM
3320.61,35.94,32094.5,27.2,9:48:37 PM
3321.01,35.15,32092.35,27.2,9:48:37 PM
3321.88,36.38,32092.35,27.2,9:48:38 PM
3323.01,35.11,32098.7,27.2,9:48:39 PM
3324.62,36.19,32098.7,27.2,9:48:41 PM
3325.02,36.68,32087.95,27.2,9:48:41 PM
3325.91,37.16,32087.95,27.2,9:48:42 PM
3327.03,36.89,32077.1,27.2,9:48:43 PM
3328.63,36.64,32077.1,27.3,9:48:45 PM
3329.03,37.84,32067.75,27.3,9:48:45 PM
3329.98,38.36,32067.75,27.3,9:48:46 PM
3331.04,38.43,32061.25,27.3,9:48:47 PM
3332.63,38.43,32061.25,27.25,9:48:49 PM
3333.05,38.55,32039.8,27.25,9:48:49 PM
3334.02,39.44,32039.8,27.25,9:48:50 PM
3335.08,38.82,32032.7,27.25,9:48:51 PM
3336.64,40.28,32032.7,27.25,9:48:53 PM
3337.09,40.52,32027.05,27.25,9:48:53 PM
3338.04,44.83,32027.05,27.25,9:48:54 PM
3339.1,44.59,32014.4,27.25,9:48:55 PM
3340.65,36.39,32014.4,27.25,9:48:57 PM
3341.12,36.69,32011.45,27.25,9:48:57 PM
3342.06,36.46,32011.45,27.25,9:48:58 PM
3343.12,37.4,32011.85,27.25,9:48:59 PM
3344.66,36.81,32011.85,27.3,9:49:01 PM
3345.13,38.66,32009.3,27.3,9:49:01 PM
3346.08,38.86,32009.3,27.3,9:49:02 PM
3347.14,37.49,32011.75,27.3,9:49:03 PM
3348.66,38.42,32011.75,27.3,9:49:05 PM
3349.14,38.55,32014.95,27.3,9:49:05 PM
3350.11,37.95,32014.95,27.3,9:49:06 PM
3351.15,40.23,32000.75,27.3,9:49:07 PM
3352.67,40.08,32000.75,27.3,9:49:09 PM
3353.15,40.55,31992.8,27.3,9:49:09 PM
3354.13,41.66,31992.8,27.3,9:49:10 PM
3355.17,45.04,31970.8,27.3,9:49:11 PM
3356.68,46.67,31970.8,27.3,9:49:13 PM
3357.18,50.91,31954.35,27.3,9:49:13 PM
3358.14,37.79,31954.35,27.3,9:49:14 PM
3359.19,37.73,31935.85,27.3,9:49:15 PM
3360.69,37.14,31935.85,27.25,9:49:17 PM
3361.2,30.37,31934.6,27.25,9:49:17 PM
3362.16,19.85,31934.6,27.25,9:49:18 PM
3363.21,23.93,32001.3,27.25,9:49:19 PM
3364.71,27.21,32001.3,27.3,9:49:21 PM
3365.22,30.91,32025.2,27.3,9:49:21 PM
3366.18,33.4,32025.2,27.3,9:49:22 PM
3367.23,33.34,32063.95,27.3,9:49:23 PM
3368.71,34.77,32063.95,27.4,9:49:25 PM
3369.35,34.86,32068.3,27.4,9:49:25 PM
3370.3,34.19,32068.3,27.4,9:49:26 PM
3371.38,33.17,32074.1,27.4,9:49:27 PM
3372.72,31.41,32074.1,27.4,9:49:29 PM
3373.39,32.73,32080.3,27.4,9:49:29 PM
3374.32,32.78,32080.3,27.4,9:49:30 PM
3375.39,33.85,32064.4,27.4,9:49:31 PM
3377.4,34.12,32039.45,27.3,9:49:33 PM
3377.42,34.89,32039.45,27.3,9:49:33 PM
3379.41,35.08,32041.85,27.3,9:49:35 PM
3379.43,36.81,32041.85,27.3,9:49:35 PM
3381.42,35.02,32028.55,27.4,9:49:37 PM
3381.44,36.37,32028.55,27.4,9:49:37 PM
3383.43,37.34,32022.6,27.4,9:49:39 PM
3383.46,37.38,32022.6,27.4,9:49:39 PM
3385.47,37.46,32011.85,27.55,9:49:41 PM
3385.49,38.68,32011.85,27.55,9:49:41 PM
3387.48,38.96,31998.85,27.55,9:49:43 PM
3387.49,36.43,31998.85,27.55,9:49:43 PM
3389.48,25.94,32001.35,27.45,9:49:45 PM
3389.5,26.95,32001.35,27.45,9:49:46 PM
3391.5,26.3,32053.75,27.45,9:49:47 PM
3391.52,22.68,32053.75,27.45,9:49:48 PM
3393.51,35.36,32065.7,27.25,9:49:50 PM
3393.53,33.92,32065.7,27.25,9:49:50 PM
3395.51,30.22,32083.45,27.25,9:49:52 PM
3395.54,33.69,32083.45,27.25,9:49:52 PM
3397.52,27.17,32093.95,27.2,9:49:54 PM
3397.55,26.58,32093.95,27.2,9:49:54 PM
3399.53,26.43,32109.45,27.2,9:49:56 PM
